NAME,CODE,OPEN,HIGH,LOW,CLOSE
QUANTUM INDX,590110, 1510.0, 1510.0, 1508.0, 1508.0
VRLLOG      ,539118, 220.95, 222.0, 216.25, 219.15
JAGJANANI   ,532825, 0.53, 0.53, 0.53, 0.53
TATA CHEM.  ,500770, 708.3, 715.4, 694.7, 698.75
RTL         ,543274, 419.9, 419.9, 395.0, 401.0
INDIAN MET  ,533047, 465.45, 465.45, 447.3, 450.2
ORICON ENT  ,513121, 21.75, 23.1, 21.75, 23.0
ROUTE       ,543228, 1590.0, 1610.0, 1576.4, 1586.2
KMEW        ,543273, 37.25, 38.0, 37.0, 37.0
SUNFLAG IRON,500404, 79.0, 79.95, 76.4, 77.0
PRICOLLTD   ,540293, 79.1, 85.35, 79.1, 83.7
TRIMURTHI   ,536565, 9.0, 9.0, 8.17, 8.76
MOTOR&GEN.FI,501343, 20.45, 20.7, 19.8, 20.7
M&M FINANSER,532720, 156.5, 157.5, 151.7, 153.85
SCHNEIDER   ,534139, 91.9, 92.9, 91.1, 91.35
COAL INDIA  ,533278, 133.9, 134.6, 132.5, 133.0
ASTERDM     ,540975, 143.1, 154.4, 142.8, 151.8
VIRTUAL GLO ,534741, 0.59, 0.6, 0.57, 0.57
TRANSFREIGHT,513063, 7.65, 7.82, 7.65, 7.82
LIC HOUS.FIN,500253, 408.25, 415.0, 406.25, 412.65
MODERN STEEL,513303, 3.3, 3.5, 3.3, 3.5
TCS LTD.    ,532540, 3077.8, 3100.0, 3053.7, 3096.35
MORGAN VENT ,526237, 11.59, 12.16, 11.59, 12.16
SUNSHINE    ,532154, 2.8, 2.8, 2.61, 2.61
KANANI IND  ,506184, 3.92, 4.21, 3.92, 4.15
IWP         ,540954, 33.6, 33.75, 32.1, 33.1
NEELKANTH RO,531049, 8.2, 8.59, 8.2, 8.2
EURO LEDAR F,526468, 19.9, 19.9, 19.9, 19.9
JAIPAN INDUS,505840, 8.43, 8.43, 7.7, 8.4
AFEL        ,538351, 18.6, 18.6, 18.3, 18.3
JK PAPER    ,532162, 143.95, 146.35, 140.9, 141.9
KELLTONTEC  ,519602, 64.1, 66.0, 64.1, 65.0
ASIIL       ,502015, 28.0, 29.0, 27.8, 29.0
SCANSTL     ,511672, 29.0, 29.0, 28.25, 28.25
LUXIND      ,539542, 1893.05, 1919.75, 1890.65, 1912.0
RAMANEWS    ,500356, 16.85, 16.85, 15.82, 16.09
WIM PLAST LT,526586, 422.0, 429.4, 420.0, 427.45
KSB         ,500249, 875.9, 885.55, 862.6, 865.8
RUTTONSHA IN,517035, 55.0, 55.0, 52.45, 53.95
SUMEET INDUS,514211, 4.75, 4.8, 4.39, 4.42
MADHUS.IND. ,515059, 11.14, 12.3, 11.14, 12.27
ASHOK-ALCO  ,524594, 113.6, 113.6, 103.1, 103.3
VIPPY SPIN. ,514302, 52.0, 52.0, 46.45, 48.2
SHRMCITYUN  ,532498, 1613.55, 1685.0, 1575.0, 1655.7
FACOR ALLOYS,532656, 3.5, 3.5, 3.38, 3.47
995EFL24A   ,936716, 941.0, 961.0, 941.0, 961.0
KARUR VY(PS ,590003, 54.0, 54.8, 53.6, 53.7
VEER ENERGY ,503657, 7.71, 8.25, 7.71, 7.83
PALASHSEC   ,540648, 56.45, 56.45, 56.45, 56.45
1013DLSL24  ,936758, 807.0, 807.0, 802.0, 802.0
MUL         ,539219, 13.71, 14.55, 13.56, 13.71
TTFL        ,540726, 26.9, 26.9, 25.6, 26.8
DUKE OFFSHOR,531471, 9.27, 9.27, 8.34, 9.15
HEIDEL CEM  ,500292, 238.3, 243.45, 238.3, 243.1
SHBAJRG     ,526981, 167.9, 169.4, 160.3, 162.1
KARMA ENERG ,533451, 13.05, 13.05, 11.93, 12.97
MODIPON     ,503776, 25.0, 25.0, 23.75, 23.85
LA-OPALA RG ,526947, 216.85, 223.75, 216.85, 220.7
SHREMETAL   ,531962, 24.3, 26.0, 24.3, 26.0
INFIBEAM    ,539807, 37.8, 38.45, 37.6, 37.65
ABFRL       ,535755, 177.1, 179.35, 171.6, 172.85
TILAKNAG IND,507205, 44.7, 44.7, 42.05, 42.45
EBIXFOREX   ,533452, 475.0, 481.0, 462.05, 471.25
DIAMONDYD   ,540724, 554.0, 566.0, 553.35, 554.95
SALAUTO     ,539353, 165.0, 165.95, 160.0, 162.2
ALLSEC TECH ,532633, 355.0, 355.0, 342.95, 349.8
ASIANHOTNR  ,500023, 64.95, 66.8, 64.0, 65.85
GRAVITY (I) ,532015, 1.84, 2.02, 1.84, 2.02
08GPG       ,543150, 4.98, 4.98, 4.23, 4.98
KEMISTAR    ,531163, 42.0, 42.95, 40.8, 42.95
HAWKINS COOK,508486, 5450.0, 5499.65, 5425.0, 5430.65
0MFL23A     ,936940, 1150.0, 1150.0, 1150.0, 1150.0
MITSU       ,540078, 210.55, 219.05, 210.55, 218.75
INGERSOLL   ,500210, 742.0, 748.25, 735.0, 737.0
FINEORG     ,541557, 2927.0, 2970.0, 2845.2, 2891.75
POLYLINK POL,531454, 14.25, 14.98, 14.0, 14.65
COSCO INDIA ,530545, 106.0, 106.0, 102.15, 102.35
930SEFL22   ,936052, 300.0, 301.0, 300.0, 301.0
LEHAR       ,532829, 27.35, 27.9, 26.55, 27.05
SHIPP.CORPN ,523598, 109.3, 117.85, 108.05, 116.15
865IBHFL26  ,935856, 925.0, 925.0, 925.0, 925.0
SAGAR       ,540715, 9.01, 11.65, 9.0, 10.64
GANGESSEC   ,540647, 67.5, 74.0, 67.5, 73.4
DBL         ,540047, 537.0, 537.0, 524.0, 532.05
06AGG       ,542963, 4.45, 4.55, 3.79, 4.55
DAI-ICHI KAR,526821, 400.0, 400.0, 382.0, 388.85
LYKA LABS   ,500259, 45.4, 47.7, 43.2, 43.2
KOVAI MEDI. ,523323, 1412.05, 1429.95, 1380.0, 1401.25
769NHAI31   ,935666, 1275.0, 1275.0, 1273.1, 1274.35
KHOD.INDIA  ,507435, 63.5, 64.4, 63.5, 64.4
RELIAB VEN  ,532124, 6.69, 6.69, 6.69, 6.69
JPINFRATEC  ,533207, 1.5, 1.5, 1.47, 1.49
PRISM MEDI  ,512217, 9.55, 9.55, 9.55, 9.55
DYNAVISION  ,517238, 60.35, 63.8, 60.0, 62.55
CLFL        ,540481, 15.49, 15.49, 15.49, 15.49
SAMPRE NUTRI,530617, 14.05, 14.7, 14.05, 14.7
ZENOTECH    ,532039, 43.0, 46.2, 43.0, 45.45
ORIENTAL    ,532817, 7.36, 7.45, 7.3, 7.45
ALKYL AMINES,506767, 8180.0, 8196.5, 7700.8, 7817.75
MANAKSTELTD ,539044, 25.25, 25.45, 24.5, 25.05
JAYANT AGRO ,524330, 175.9, 178.2, 166.15, 169.7
FOODS & INNS,507552, 52.3, 52.3, 50.5, 50.8
TRANSCORP IN,532410, 8.35, 8.99, 8.32, 8.42
OMKAR OVERSE,531496, 1.9, 1.9, 1.9, 1.9
FORCE MOTR  ,500033, 1137.0, 1146.0, 1104.1, 1109.4
SUBROS LTD. ,517168, 302.05, 303.6, 301.55, 302.55
KRBL LTD.   ,530813, 213.0, 215.15, 206.75, 209.35
MID-DAY MULT,532416, 4.15, 4.3, 4.05, 4.3
KLRFM       ,507598, 50.5, 51.9, 49.1, 50.85
LWS KNITWEAR,531402, 6.03, 6.03, 6.03, 6.03
1020EFL22   ,936388, 1009.5, 1010.5, 1005.01, 1005.62
BAFNA PHARMA,532989, 141.8, 141.9, 141.8, 141.9
TAMIL.TELE. ,523419, 5.11, 5.17, 5.11, 5.11
BABA ARTS   ,532380, 10.59, 11.59, 10.59, 11.59
925EFL23    ,936246, 960.0, 960.0, 960.0, 960.0
ACEMEN      ,539661, 51.0, 51.0, 50.95, 51.0
ENKEI WHEEL ,533477, 303.0, 305.0, 298.15, 301.85
SAINIK FIN. ,530265, 19.6, 20.35, 19.6, 20.35
WANBURY LTD ,524212, 101.0, 107.5, 99.25, 104.85
SCTL        ,539526, 0.41, 0.44, 0.41, 0.44
OMNI AX'S SO,532340, 1.55, 1.55, 1.54, 1.55
BHARAT BIJLE,503960, 1155.05, 1155.05, 1124.65, 1126.0
METALFORGE  ,513335, 5.34, 5.4, 5.13, 5.28
SOM DISTILL.,507514, 31.25, 31.7, 31.0, 31.4
BIRET       ,543261, 251.5, 254.78, 250.13, 253.7
DB INT.ST.BR,530393, 8.13, 8.13, 8.13, 8.13
SALASAR     ,540642, 492.0, 503.0, 487.0, 496.65
CADILA HEALT,532321, 570.0, 607.5, 565.2, 601.55
CIL SECURITS,530829, 12.6, 12.6, 11.69, 12.12
CONART ENG. ,522231, 26.0, 26.0, 25.4, 25.4
SEATV       ,533268, 0.92, 0.92, 0.92, 0.92
MARG LTD    ,530543, 6.42, 6.42, 6.42, 6.42
BOSCH LTD   ,500530, 13259.0, 13420.0, 13259.0, 13346.55
BDL         ,541143, 334.7, 344.0, 332.75, 334.85
SHILCHAR TEC,531201, 220.0, 220.0, 206.05, 207.9
KONARK SYN. ,514128, 5.93, 5.93, 5.93, 5.93
CEBBCO      ,533272, 16.85, 16.95, 16.35, 16.65
PARAGMILK   ,539889, 116.35, 138.0, 115.0, 134.15
DELTA       ,539596, 4.84, 4.84, 4.84, 4.84
PRAG BOSIMI ,500192, 1.52, 1.52, 1.51, 1.51
AML         ,540923, 3.63, 3.63, 3.63, 3.63
BANARAS BEAD,526849, 49.9, 55.0, 48.65, 48.85
WEST COAS PA,500444, 217.45, 219.0, 209.2, 210.75
CHOKSI IMAG ,530427, 23.8, 23.8, 22.05, 23.3
SWELECT     ,532051, 240.0, 244.5, 230.0, 235.6
KUSHAL      ,536170, 4.24, 4.24, 4.24, 4.24
SHERVANI IND,526117, 226.0, 234.0, 223.5, 230.8
UPL         ,512070, 625.0, 643.0, 619.0, 640.4
LAURUSLABS  ,540222, 493.0, 498.75, 486.8, 491.35
ABSLBANETF  ,542863, 325.0, 329.99, 325.0, 329.99
SUYOG TELE  ,537259, 429.45, 429.45, 402.05, 409.75
TAJ GVK HOTL,532390, 110.8, 110.9, 109.25, 109.95
IFCI LTD    ,500106, 10.85, 11.2, 10.85, 10.97
PRADEEP MET.,513532, 41.0, 41.0, 39.2, 40.45
NTL         ,532887, 0.82, 0.82, 0.82, 0.82
GUFIC BIO SC,509079, 132.4, 144.4, 132.4, 139.8
DALBHARAT   ,542216, 1561.15, 1589.95, 1531.0, 1539.15
AMRAPALI IND,526241, 4.05, 4.5, 3.87, 4.22
BNR UDYOG   ,530809, 10.75, 10.75, 10.75, 10.75
BALUFORGE   ,531112, 232.55, 232.55, 224.0, 224.0
PUNJABNSIND ,533295, 18.0, 18.85, 18.0, 18.65
SANINFRA    ,532435, 83.5, 83.5, 78.3, 82.95
HDFCAMC     ,541729, 2730.0, 2754.45, 2715.25, 2728.55
BLUE STAR   ,500067, 835.0, 847.0, 830.65, 836.3
ADITYA ISPAT,513513, 6.6, 6.6, 6.01, 6.1
INDOTECHTR  ,532717, 94.95, 100.0, 93.55, 97.2
IFCI150212C ,972715, 11200.04, 11275.0, 11200.04, 11275.0
EVEXIA      ,524444, 139.0, 139.0, 120.3, 125.25
COCKERILL   ,500147, 828.05, 853.0, 828.05, 852.35
ADANITRANS  ,539254, 1091.65, 1104.4, 1064.0, 1088.45
MAGNA ELECTR,517449, 156.0, 159.75, 154.95, 157.6
GICRE       ,540755, 208.15, 210.1, 205.0, 205.65
HIND.EVEREST,505725, 189.0, 189.0, 178.05, 187.1
11GPG       ,543174, 2.27, 2.27, 2.0, 2.1
GOA CARBON  ,509567, 328.0, 328.0, 310.0, 311.05
KDDL LTD    ,532054, 299.65, 310.0, 299.2, 309.15
BANK MAHA   ,532525, 25.0, 25.45, 23.9, 24.15
TTIENT      ,538597, 1.34, 1.37, 1.34, 1.37
101JMFCSL23 ,936380, 1063.0, 1063.0, 1063.0, 1063.0
SALEM       ,540181, 3.64, 3.64, 3.64, 3.64
VRL         ,538634, 84.05, 88.0, 83.3, 87.6
ZENSAR TECH.,504067, 262.35, 267.8, 261.8, 264.1
NEOINFRA    ,514332, 14.25, 14.25, 14.25, 14.25
RAWEDGE     ,541634, 32.5, 32.5, 32.5, 32.5
I.G.PETRO   ,500199, 466.2, 480.0, 458.1, 466.15
NATHIND     ,502587, 79.0, 80.5, 79.0, 79.5
KINGFA      ,524019, 600.0, 600.0, 571.0, 589.0
SICAGEN IND ,533014, 20.7, 21.7, 20.5, 21.35
PHOENIX INT.,526481, 13.0, 13.33, 13.0, 13.33
VENUS REMEDI,526953, 341.8, 345.0, 330.0, 332.25
QUESS       ,539978, 625.0, 629.0, 613.9, 621.65
CHL LTD     ,532992, 5.29, 5.29, 5.29, 5.29
BENGLA& ASM ,533095, 1380.0, 1410.0, 1360.0, 1398.9
LNT FH      ,533519, 86.3, 86.8, 84.7, 85.55
SPMLINFRA   ,500402, 10.0, 10.0, 9.55, 9.83
CHOICE INT. ,531358, 115.0, 115.5, 112.0, 112.05
TREE HOUSE  ,533540, 8.06, 8.1, 8.06, 8.06
BALRAM.CHINI,500038, 305.0, 324.7, 305.0, 318.15
IGARSHI MOT ,517380, 357.9, 374.85, 357.0, 371.8
EMAMI PAPER ,533208, 127.95, 131.15, 125.0, 126.75
NIPPOBATRY  ,504058, 747.0, 759.0, 746.0, 756.0
RACE        ,537785, 232.5, 232.5, 232.5, 232.5
ARYAMAN FIN.,530245, 37.75, 37.75, 37.75, 37.75
SHREEPUSHK  ,539334, 157.65, 158.45, 155.2, 156.05
VIKASMCORP  ,542655, 2.93, 2.99, 2.92, 2.94
TRIVENI GLAS,502281, 5.65, 5.65, 4.81, 5.16
ALICON      ,531147, 570.9, 575.0, 527.0, 535.75
BHATIA      ,540956, 69.0, 69.0, 69.0, 69.0
APMFINVEST  ,542774, 22.95, 22.95, 22.0, 22.5
NATCO PHARM ,524816, 935.0, 944.65, 926.9, 932.3
RAJ GLO WIR ,517522, 1053.0, 1080.0, 1050.0, 1070.75
ANDREW YULE ,526173, 21.0, 21.45, 20.95, 21.25
MCNALLYB    ,532629, 7.45, 7.45, 7.1, 7.3
NIDL        ,540204, 75.2, 75.2, 72.5, 75.15
VOLTAMP TRAN,532757, 1068.15, 1106.5, 1058.8, 1097.3
85MFL24     ,937405, 985.99, 986.0, 985.99, 986.0
NECC LTD    ,534615, 8.62, 8.9, 8.11, 8.33
1015UPPCL28 ,957810, 1063333.0, 1063333.0, 1050001.0, 1050001.0
LOY.TEX MILL,514036, 496.0, 497.95, 480.0, 482.3
GOBLIN      ,542850, 17.0, 17.4, 17.0, 17.4
RAMKY INFRA ,533262, 73.85, 76.0, 73.35, 73.8
METROGLOBL  ,500159, 54.0, 56.2, 54.0, 55.55
ECOPLAST LTD,526703, 74.7, 75.0, 70.15, 74.1
DMART       ,540376, 2884.0, 2889.0, 2854.15, 2875.65
V2RETAIL    ,532867, 110.45, 110.95, 109.15, 110.05
SHARP INDIA ,523449, 26.75, 28.0, 26.1, 27.5
SCFL        ,539252, 5.9, 5.9, 5.61, 5.76
ZEEMEDIA    ,532794, 6.7, 7.0, 6.61, 6.81
KOTAKGOLDETF,590097, 411.4, 413.0, 408.3, 408.98
HIPOLIN LTD.,530853, 34.15, 34.15, 34.15, 34.15
LOVABLE     ,533343, 87.85, 90.8, 86.15, 90.4
ASHIKACR    ,590122, 40.4, 40.4, 38.5, 39.9
JPPOWER     ,532627, 2.9, 3.1, 2.9, 3.01
LGB FORGE   ,533007, 3.81, 3.81, 3.7, 3.75
ASIAN GRANIT,532888, 155.3, 156.0, 151.5, 153.05
TBZ LTD     ,534369, 63.5, 64.5, 61.2, 63.6
HOUSING DEV ,532873, 4.8, 4.9, 4.66, 4.71
LOTUS CHOC  ,523475, 16.44, 17.19, 15.08, 17.03
HERANBA     ,543266, 715.0, 723.6, 704.0, 719.0
FAIRCHEMOR  ,543252, 820.6, 849.65, 790.95, 819.2
TITAN       ,500114, 1409.75, 1431.95, 1404.0, 1427.65
NYSSACORP   ,504378, 5.53, 5.53, 5.53, 5.53
SMLT        ,540393, 34.5, 34.5, 34.5, 34.5
ADORWELDING ,517041, 382.3, 429.0, 380.75, 417.7
THEINVEST   ,530023, 104.55, 105.5, 101.45, 101.45
TITAN BIOTEC,524717, 318.0, 332.0, 318.0, 323.4
DAIKAFFIL CH,530825, 33.0, 33.8, 32.05, 33.1
TATASTLBSL  ,500055, 105.0, 108.0, 90.15, 93.6
INDUS.&PRUD.,501298, 1182.95, 1185.0, 1145.0, 1175.7
COASTAL ROAD,520131, 14.9, 14.9, 14.9, 14.9
RAP MEDIA   ,531583, 8.55, 8.55, 8.13, 8.2
JUBLPHARMA  ,530019, 815.0, 839.1, 802.0, 835.1
POKARNA LTD ,532486, 253.5, 256.3, 247.0, 249.05
SHYAMKAM INV,505515, 20.75, 20.75, 20.75, 20.75
PAGE INDUSTR,532827, 29690.7, 29704.4, 29284.8, 29651.2
ADHUNIKIND  ,538365, 24.2, 25.0, 23.3, 23.75
HOWARD HOTEL,526761, 4.9, 4.9, 4.9, 4.9
TYROON TEA  ,526945, 49.0, 49.0, 46.0, 47.4
MANALI PETRO,500268, 85.2, 85.5, 82.25, 83.5
KRISHNACAP  ,539384, 4.28, 4.28, 4.28, 4.28
KELTECH EN. ,506528, 550.0, 550.0, 526.05, 533.1
JUMBO BAG   ,516078, 8.8, 9.2, 8.8, 8.8
HCL TECHNO  ,532281, 906.0, 911.85, 900.5, 909.7
SHIVA TEXYAM,511108, 158.5, 160.0, 154.8, 159.5
WELSPUN INV ,533252, 397.0, 397.0, 391.25, 395.9
MEL         ,538834, 2.8, 2.8, 2.8, 2.8
SURAJ LTD   ,531638, 46.0, 46.05, 43.95, 45.6
SOUTH.MAGNES,513498, 12.57, 12.57, 12.4, 12.57
CG-VAK SOFTW,531489, 93.9, 96.0, 88.45, 90.4
CHOKSI LABOR,526546, 10.47, 10.47, 9.75, 9.83
SISL        ,540725, 398.0, 400.15, 378.05, 390.0
GOLDSTONE EN,531439, 9.4, 9.5, 9.17, 9.39
TARAI FOODS ,519285, 4.46, 4.46, 4.04, 4.3
871REC28    ,961779, 1294.49, 1294.49, 1294.0, 1294.0
ASHIANA HOU ,523716, 124.1, 125.95, 116.6, 119.05
EROS MEDIA  ,533261, 21.0, 21.0, 19.75, 20.35
MANXT50ETF  ,542922, 349.0, 354.0, 349.0, 352.02
INDIAN SUCRO,500319, 29.75, 32.25, 28.0, 29.3
915MMFSL24  ,936408, 1080.0, 1081.0, 1080.0, 1081.0
RAJAPAMILLS ,532503, 711.0, 722.8, 702.25, 703.25
SWARAJ ENGIN,500407, 1501.0, 1565.0, 1471.35, 1484.9
FAZE THREE L,530079, 80.1, 87.8, 77.0, 84.9
FOSECO INDIA,500150, 1425.0, 1475.0, 1404.7, 1415.55
ULTRAMARINE ,506685, 390.0, 400.0, 382.0, 390.95
LINK PHARMA ,524748, 35.0, 35.5, 32.35, 33.8
JSTL        ,538837, 94.2, 94.2, 90.6, 94.1
RELHOME     ,540709, 2.75, 2.75, 2.6, 2.64
RUBY MILLS  ,503169, 176.15, 181.75, 168.1, 179.9
CRESSANDA SO,512379, 0.32, 0.33, 0.31, 0.33
YSL         ,540980, 14600.0, 15005.0, 14600.0, 14600.0
MANORG      ,514418, 605.0, 615.0, 601.65, 611.45
IFCI121211A ,972704, 10715.01, 10715.01, 10715.01, 10715.01
VIRTUALSOFT.,531126, 2.54, 2.54, 2.54, 2.54
CAPRICORN   ,512169, 8.0, 8.0, 8.0, 8.0
MENON PISTON,531727, 18.1, 18.85, 17.75, 18.3
G.S.AUTO INT,513059, 4.4, 4.5, 4.4, 4.5
ODYSSEY CORP,531996, 1.66, 1.66, 1.66, 1.66
M.M.RUBBER  ,509196, 61.0, 61.0, 61.0, 61.0
RNB DENIMS  ,538119, 42.0, 43.0, 42.0, 42.65
EVEREST INDS,508906, 349.8, 369.2, 334.85, 362.05
GARWA.MARINE,509563, 4.31, 4.31, 4.31, 4.31
BCLENTERPR  ,539621, 7.83, 7.83, 7.44, 7.44
GALACTICO   ,542802, 56.0, 56.5, 55.5, 56.5
QUICKHEAL   ,539678, 183.0, 184.75, 182.15, 182.7
11MPD       ,543175, 1.75, 2.0, 1.75, 1.94
PRATIKSHA CH,531257, 6.02, 6.5, 6.02, 6.5
SMRUTHIORG  ,540686, 247.5, 247.5, 239.95, 239.95
SMIFS CAPITA,508905, 33.05, 33.05, 33.0, 33.0
INT.CONVEYOR,509709, 44.95, 45.0, 43.7, 45.0
TATA TELESER,532371, 13.04, 13.2, 12.53, 12.75
SANWARIA    ,519260, 0.6, 0.6, 0.57, 0.58
HIKAL LTD.  ,524735, 295.0, 313.65, 295.0, 313.65
MINDSPACE   ,543217, 293.0, 296.9, 288.4, 293.66
84TCHF28    ,937057, 1105.55, 1105.55, 1105.55, 1105.55
YASHO       ,541167, 400.0, 404.95, 390.0, 402.0
NEH         ,533202, 1.62, 1.65, 1.57, 1.65
PRECAM      ,539636, 44.45, 45.7, 43.25, 45.45
PETRONET LNG,532522, 239.0, 243.7, 238.85, 242.6
MAXIMUS     ,540401, 77.8, 80.0, 77.8, 80.0
VMART       ,534976, 2738.15, 2738.15, 2689.2, 2705.3
MANVIJAY    ,538970, 73.2, 76.55, 72.25, 73.55
ATV PROJECTS,500028, 4.01, 4.41, 4.01, 4.41
DEEPIND     ,543288, 50.45, 50.45, 50.45, 50.45
VINATI ORG. ,524200, 1715.05, 1741.45, 1703.4, 1709.45
NARBADA     ,519455, 25.0, 26.5, 25.0, 25.5
0KFL22AA    ,936614, 1215.0, 1215.0, 1215.0, 1215.0
UTTAM GALVA ,513216, 8.04, 8.39, 7.81, 8.38
HSCL        ,500184, 45.35, 46.65, 45.35, 46.15
SUNDARAM BRK,590072, 346.95, 369.9, 322.0, 352.5
PHYTOCHEM I.,524808, 21.1, 21.1, 20.1, 20.1
848IRFC24   ,961829, 1287.0, 1287.0, 1219.0, 1219.0
IPRU3168    ,541804, 10.77, 10.77, 10.77, 10.77
WIPRO LTD.  ,507685, 485.95, 495.85, 484.65, 490.8
ZODIAC JRD  ,512587, 27.4, 28.35, 26.75, 27.05
IND.BANK HSG,523465, 32.1, 32.1, 29.25, 29.6
SURYLAK.COTT,521200, 31.0, 32.35, 31.0, 32.35
SELAN EXPLOR,530075, 131.0, 133.9, 131.0, 131.9
NITCO TILES ,532722, 19.6, 20.7, 19.45, 20.15
925MFL21B   ,936726, 1019.99, 1019.99, 1019.99, 1019.99
MAC CHARLES ,507836, 337.95, 364.0, 337.95, 350.0
DLINK IND   ,533146, 101.8, 102.8, 99.0, 101.2
PILITA      ,500327, 14.65, 14.65, 12.85, 13.98
9MFL23      ,936144, 1040.0, 1040.0, 1040.0, 1040.0
MAGADHSUGAR ,540650, 158.6, 179.7, 155.0, 168.45
UNITY INFRA ,532746, 0.8, 0.8, 0.8, 0.8
GUJ.IND.POW.,517300, 77.65, 77.65, 75.25, 75.45
905LTFL27   ,936574, 1142.9, 1142.9, 1142.9, 1142.9
KRYPTON IND ,523550, 9.29, 9.29, 9.1, 9.13
995EFL24    ,936392, 978.0, 980.0, 978.0, 980.0
SURYAMBA SP ,533101, 69.8, 69.8, 64.65, 69.15
SAB         ,539112, 26.75, 27.4, 25.05, 27.4
GOYAL ASSO. ,530663, 4.16, 4.16, 4.16, 4.16
715PFCL36   ,937385, 1039.0, 1040.98, 1038.05, 1038.05
MONTECARLO  ,538836, 227.8, 237.0, 227.6, 233.85
ROSSELL IND ,533168, 122.05, 122.5, 116.5, 117.7
SAFARI IND. ,523025, 623.0, 623.0, 593.15, 599.3
SOLAR IND   ,532725, 1230.0, 1255.0, 1212.05, 1232.6
TV18BRDCST  ,532800, 33.5, 33.9, 33.0, 33.2
ASHIRWAD STL,526847, 13.15, 14.95, 13.15, 14.75
GODREJAGRO  ,540743, 505.8, 523.4, 505.05, 517.45
SAVEN TECHNO,532404, 31.0, 32.05, 31.0, 32.05
NIRAV COMMER,512425, 287.0, 287.0, 287.0, 287.0
MEGA CORPN. ,531417, 0.83, 0.83, 0.83, 0.83
THAKRAL SER ,509015, 6.6, 6.6, 6.6, 6.6
RACLGEAR    ,520073, 244.25, 251.95, 242.35, 251.6
SCHAND      ,540497, 94.1, 96.1, 91.8, 92.75
CRAVATEX    ,509472, 277.0, 277.0, 250.2, 260.0
CHOLAFIN    ,511243, 555.0, 559.9, 545.35, 558.65
MADHUCON PRJ,531497, 4.65, 4.9, 4.65, 4.67
KILPEST (I) ,532067, 465.0, 469.4, 438.0, 445.35
JBM AUTO    ,532605, 412.65, 413.0, 406.0, 410.0
STFC29MAY19 ,958802, 1183732.0, 1183732.0, 1183732.0, 1183732.0
BILCARE LTD.,526853, 52.85, 54.2, 51.75, 52.8
A.K.CAPITAL ,530499, 392.0, 399.0, 392.0, 398.95
NTWK MED INV,532798, 38.5, 39.45, 37.9, 38.95
TVF2G       ,541744, 10.67, 10.67, 10.67, 10.67
JAIPRA      ,532532, 7.07, 7.15, 7.0, 7.03
NESTLE (I)  ,500790, 16585.0, 16602.0, 16457.8, 16550.2
AUTOMOTIVE S,520119, 32.45, 33.7, 32.45, 32.6
CUBEX TUBING,526027, 29.75, 29.85, 29.05, 29.7
SWASTI VINAY,510245, 6.88, 7.25, 6.88, 7.01
SCOOTERS IND,505141, 33.95, 33.95, 32.75, 33.7
MOSCHIP     ,532407, 28.7, 28.7, 28.7, 28.7
ILFSENGG    ,532907, 3.45, 3.45, 3.33, 3.36
KOTHARI FERM,507474, 52.9, 52.9, 47.55, 50.0
AISHWARYA   ,532975, 1.77, 1.77, 1.63, 1.77
J & K BANK  ,532209, 24.45, 25.1, 24.45, 24.6
JKAGRI GEN  ,536493, 705.0, 730.05, 701.0, 713.8
MJCO        ,539289, 71.6, 72.45, 71.6, 72.15
SAREGAMA (I),532163, 1891.8, 1944.0, 1874.85, 1918.95
910EFSL24   ,937491, 975.0, 975.0, 970.0, 970.0
SWARNASA    ,526365, 11.96, 11.96, 10.81, 11.5
SAYAJIIND   ,540728, 181.1, 181.1, 179.9, 180.0
N100        ,533385, 1004.9, 1014.96, 992.51, 996.68
GUJ.NARMADA ,500670, 363.7, 368.55, 357.0, 364.5
JYOTI RESINS,514448, 694.85, 698.9, 642.0, 659.9
BNL         ,539546, 4.0, 4.4, 3.99, 4.4
MORARKA FIN.,511549, 47.85, 49.05, 42.0, 45.9
KEERTHI     ,518011, 113.8, 113.8, 113.8, 113.8
PFIZER LTD. ,500680, 5280.0, 5494.0, 5260.05, 5444.95
CANTABIL    ,533267, 370.35, 371.1, 369.8, 370.7
BGJL        ,540545, 26.1, 26.1, 26.1, 26.1
EMCO LTD.   ,504008, 1.52, 1.6, 1.52, 1.52
GOLKONDA    ,513309, 16.7, 16.7, 16.45, 16.55
ARCEE INDUST,520121, 5.9, 5.9, 5.9, 5.9
SUPREM IND  ,509930, 2179.95, 2181.75, 2127.0, 2149.15
AFFLE       ,542752, 5471.15, 5585.45, 5439.0, 5505.3
NAM-INDIA   ,540767, 342.55, 342.55, 336.3, 339.1
SGBJULY28   ,800324, 4746.0, 4784.0, 4597.0, 4726.05
EDUCOMP SOLN,532696, 2.71, 2.78, 2.71, 2.78
ITDCEM      ,509496, 73.3, 73.3, 71.5, 71.8
GAMMON INFRA,532959, 0.71, 0.72, 0.69, 0.71
MANUGRAPH IN,505324, 11.35, 11.35, 10.75, 10.9
WEIZMANN LTD,523011, 43.95, 43.95, 43.85, 43.95
CHENFERRO   ,539011, 6.0, 6.0, 5.7, 5.7
ABSLRIF6RD  ,541093, 11.0, 11.0, 11.0, 11.0
PRESSMN     ,509077, 24.25, 24.55, 23.8, 24.4
STEEL AUTH. ,500113, 132.5, 134.4, 126.6, 130.2
DHABRIYA    ,538715, 47.0, 51.85, 42.2, 44.35
